Load environment configuration
'/opt/appsmith/editor/index.html' -> '/opt/appsmith/index.html.original'
127.0.0.1 - - [18/Apr/2023:23:30:07 +0000] "GET /rts-api/v1/health-check HTTP/1.1" 200 16 "-" "curl/7.68.0"
127.0.0.1 - - [18/Apr/2023:23:30:18 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.20.0.1 - - [18/Apr/2023:23:30:30 +0000] "GET / HTTP/1.1" 200 1860 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.20.0.1 - - [18/Apr/2023:23:30:31 +0000] "GET /api/v1/users/features HTTP/1.1" 200 254 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.20.0.1 - - [18/Apr/2023:23:30:31 +0000] "GET /api/v1/tenants/current HTTP/1.1" 200 166 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.20.0.1 - - [18/Apr/2023:23:30:31 +0000] "GET /api/v1/users/me HTTP/1.1" 200 289 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.20.0.1 - - [18/Apr/2023:23:30:32 +0000] "GET /api/v1/applications/new HTTP/1.1" 200 1206 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.20.0.1 - - [18/Apr/2023:23:30:33 +0000] "GET /api/v1/applications/releaseItems HTTP/1.1" 200 13454 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.20.0.1 - - [18/Apr/2023:23:30:33 +0000] "GET /pageService.js HTTP/1.1" 304 0 "http://localhost:8080/pageService.js" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:30:33 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.20.0.1 - - [18/Apr/2023:23:30:38 +0000] "GET /api/v1/git/profile/default HTTP/1.1" 200 144 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
